org:resource,Activity,time:timestamp,org:role,case:Project,case:Task,CaseID,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
SYSTEM,Request Payment,13.694515118058014,UNDEFINED,project 147908,UNKNOWN,request for payment 147906,organizational unit 65463,0,7.438337925896227,UNKNOWN,request for payment number 147907
SYSTEM,Payment Handled,14.030058068959764,UNDEFINED,project 147908,UNKNOWN,request for payment 147906,organizational unit 65463,0,7.438337925896227,UNKNOWN,request for payment number 147907
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.4846161363696,EMPLOYEE,project 147582,UNKNOWN,request for payment 148887,organizational unit 65458,0,3.8401628025203944,UNKNOWN,request for payment number 148888
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,13.484642588062894,SUPERVISOR,project 147582,UNKNOWN,request for payment 148887,organizational unit 65458,0,3.8401628025203944,UNKNOWN,request for payment number 148888
SYSTEM,Request Payment,13.696326040691156,UNDEFINED,project 147582,UNKNOWN,request for payment 148887,organizational unit 65458,0,3.8401628025203944,UNKNOWN,request for payment number 148888
SYSTEM,Payment Handled,14.030058068959764,UNDEFINED,project 147582,UNKNOWN,request for payment 148887,organizational unit 65458,0,3.8401628025203944,UNKNOWN,request for payment number 148888
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.566067948166161,EMPLOYEE,project 147551,UNKNOWN,request for payment 148433,organizational unit 65463,0,4.870022444840997,UNKNOWN,request for payment number 148434
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,13.566075647995996,PRE_APPROVER,project 147551,UNKNOWN,request for payment 148433,organizational unit 65463,0,4.870022444840997,UNKNOWN,request for payment number 148434
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.128763881280985,SUPERVISOR,project 147551,UNKNOWN,request for payment 148433,organizational unit 65463,0,4.870022444840997,UNKNOWN,request for payment number 148434
SYSTEM,Request Payment,14.14390237863693,UNDEFINED,project 147551,UNKNOWN,request for payment 148433,organizational unit 65463,0,4.870022444840997,UNKNOWN,request for payment number 148434
SYSTEM,Payment Handled,14.427481305093103,UNDEFINED,project 147551,UNKNOWN,request for payment 148433,organizational unit 65463,0,4.870022444840997,UNKNOWN,request for payment number 148434
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.571319554881295,EMPLOYEE,project 147551,UNKNOWN,request for payment 147919,organizational unit 65458,0,4.368086212089162,UNKNOWN,request for payment number 147920
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,13.571329767534262,SUPERVISOR,project 147551,UNKNOWN,request for payment 147919,organizational unit 65458,0,4.368086212089162,UNKNOWN,request for payment number 147920
SYSTEM,Request Payment,13.696172814375588,UNDEFINED,project 147551,UNKNOWN,request for payment 147919,organizational unit 65458,0,4.368086212089162,UNKNOWN,request for payment number 147920
SYSTEM,Payment Handled,14.030058068959764,UNDEFINED,project 147551,UNKNOWN,request for payment 147919,organizational unit 65458,0,4.368086212089162,UNKNOWN,request for payment number 147920
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.573900036965993,EMPLOYEE,project 147843,UNKNOWN,request for payment 147911,organizational unit 65458,0,2.7201386958085383,UNKNOWN,request for payment number 147912
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,13.573906403436593,SUPERVISOR,project 147843,UNKNOWN,request for payment 147911,organizational unit 65458,0,2.7201386958085383,UNKNOWN,request for payment number 147912
SYSTEM,Request Payment,13.696114221637917,UNDEFINED,project 147843,UNKNOWN,request for payment 147911,organizational unit 65458,0,2.7201386958085383,UNKNOWN,request for payment number 147912
SYSTEM,Payment Handled,14.030058068959764,UNDEFINED,project 147843,UNKNOWN,request for payment 147911,organizational unit 65458,0,2.7201386958085383,UNKNOWN,request for payment number 147912
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.576591982659696,EMPLOYEE,project 147531,UNKNOWN,request for payment 149834,organizational unit 65458,0,3.7335550007016605,UNKNOWN,request for payment number 149835
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,13.57660214160916,SUPERVISOR,project 147531,UNKNOWN,request for payment 149834,organizational unit 65458,0,3.7335550007016605,UNKNOWN,request for payment number 149835
SYSTEM,Request Payment,14.210308978697194,UNDEFINED,project 147531,UNKNOWN,request for payment 149834,organizational unit 65458,0,3.7335550007016605,UNKNOWN,request for payment number 149835
SYSTEM,Payment Handled,14.427481305093103,UNDEFINED,project 147531,UNKNOWN,request for payment 149834,organizational unit 65458,0,3.7335550007016605,UNKNOWN,request for payment number 149835
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.621573805198004,EMPLOYEE,project 147742,task 55559,request for payment 147915,organizational unit 65458,0,6.7060751960534555,activity 505,request for payment number 147916
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,13.62177409835502,SUPERVISOR,project 147742,task 55559,request for payment 147915,organizational unit 65458,0,6.7060751960534555,activity 505,request for payment number 147916
SYSTEM,Request Payment,13.696013929946773,UNDEFINED,project 147742,task 55559,request for payment 147915,organizational unit 65458,0,6.7060751960534555,activity 505,request for payment number 147916
SYSTEM,Payment Handled,14.030058068959764,UNDEFINED,project 147742,task 55559,request for payment 147915,organizational unit 65458,0,6.7060751960534555,activity 505,request for payment number 147916
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.692306228614974,EMPLOYEE,project 503,task 15842,request for payment 147942,organizational unit 65463,0,5.833748446028237,activity 505,request for payment number 147943
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,13.692345816874457,PRE_APPROVER,project 503,task 15842,request for payment 147942,organizational unit 65463,0,5.833748446028237,activity 505,request for payment number 147943
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.004494041431755,SUPERVISOR,project 503,task 15842,request for payment 147942,organizational unit 65463,0,5.833748446028237,activity 505,request for payment number 147943
SYSTEM,Request Payment,14.017071675065209,UNDEFINED,project 503,task 15842,request for payment 147942,organizational unit 65463,0,5.833748446028237,activity 505,request for payment number 147943
SYSTEM,Payment Handled,14.219914436500812,UNDEFINED,project 503,task 15842,request for payment 147942,organizational unit 65463,0,5.833748446028237,activity 505,request for payment number 147943
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,13.772070556118171,EMPLOYEE,project 147531,UNKNOWN,request for payment 147750,organizational unit 65463,0,2.7826681155325597,UNKNOWN,request for payment number 147751
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,13.772077866872761,SUPERVISOR,project 147531,UNKNOWN,request for payment 147750,organizational unit 65463,0,2.7826681155325597,UNKNOWN,request for payment number 147751
SYSTEM,Request Payment,14.02197579622567,UNDEFINED,project 147531,UNKNOWN,request for payment 147750,organizational unit 65463,0,2.7826681155325597,UNKNOWN,request for payment number 147751
SYSTEM,Payment Handled,14.219914436500812,UNDEFINED,project 147531,UNKNOWN,request for payment 147750,organizational unit 65463,0,2.7826681155325597,UNKNOWN,request for payment number 147751
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.088377171496516,EMPLOYEE,project 147546,UNKNOWN,request for payment 148228,organizational unit 65458,0,2.139559930605719,UNKNOWN,request for payment number 148229
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.089227064283907,SUPERVISOR,project 147546,UNKNOWN,request for payment 148228,organizational unit 65458,0,2.139559930605719,UNKNOWN,request for payment number 148229
SYSTEM,Request Payment,14.26374584165501,UNDEFINED,project 147546,UNKNOWN,request for payment 148228,organizational unit 65458,0,2.139559930605719,UNKNOWN,request for payment number 148229
SYSTEM,Payment Handled,14.427481305093103,UNDEFINED,project 147546,UNKNOWN,request for payment 148228,organizational unit 65458,0,2.139559930605719,UNKNOWN,request for payment number 148229
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.089674926547517,EMPLOYEE,project 147582,task 147756,request for payment 147754,organizational unit 65458,0,7.130796077578653,activity 505,request for payment number 147755
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.090128667236801,SUPERVISOR,project 147582,task 147756,request for payment 147754,organizational unit 65458,0,7.130796077578653,activity 505,request for payment number 147755
SYSTEM,Request Payment,14.210148597663862,UNDEFINED,project 147582,task 147756,request for payment 147754,organizational unit 65458,0,7.130796077578653,activity 505,request for payment number 147755
SYSTEM,Payment Handled,14.427481305093103,UNDEFINED,project 147582,task 147756,request for payment 147754,organizational unit 65458,0,7.130796077578653,activity 505,request for payment number 147755
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.202469478035598,EMPLOYEE,project 147546,UNKNOWN,request for payment 149204,organizational unit 65458,0,1.8897245409756827,UNKNOWN,request for payment number 149205
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.202475590087852,SUPERVISOR,project 147546,UNKNOWN,request for payment 149204,organizational unit 65458,0,1.8897245409756827,UNKNOWN,request for payment number 149205
SYSTEM,Request Payment,14.263698572713889,UNDEFINED,project 147546,UNKNOWN,request for payment 149204,organizational unit 65458,0,1.8897245409756827,UNKNOWN,request for payment number 149205
SYSTEM,Payment Handled,14.427481305093103,UNDEFINED,project 147546,UNKNOWN,request for payment 149204,organizational unit 65458,0,1.8897245409756827,UNKNOWN,request for payment number 149205
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.206358690015504,EMPLOYEE,project 503,UNKNOWN,request for payment 148438,organizational unit 65463,0,2.5615466933642193,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by PRE_APPROVER,14.206363425384481,PRE_APPROVER,project 503,UNKNOWN,request for payment 148438,organizational unit 65463,0,2.5615466933642193,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,14.505087372345677,EMPLOYEE,project 503,UNKNOWN,request for payment 148438,organizational unit 65463,0,2.5615466933642193,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.50877023219657,EMPLOYEE,project 503,UNKNOWN,request for payment 148438,organizational unit 65463,0,2.5615466933642193,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,14.50878273071237,PRE_APPROVER,project 503,UNKNOWN,request for payment 148438,organizational unit 65463,0,2.5615466933642193,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.514060616656634,SUPERVISOR,project 503,UNKNOWN,request for payment 148438,organizational unit 65463,0,2.5615466933642193,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by MISSING,14.776795305363553,MISSING,project 503,UNKNOWN,request for payment 148438,organizational unit 65463,0,2.5615466933642193,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.206399278164852,EMPLOYEE,project 503,UNKNOWN,request for payment 148757,organizational unit 65463,0,3.334736581597701,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by PRE_APPROVER,14.206404013341634,PRE_APPROVER,project 503,UNKNOWN,request for payment 148757,organizational unit 65463,0,3.334736581597701,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,14.505102425883585,EMPLOYEE,project 503,UNKNOWN,request for payment 148757,organizational unit 65463,0,3.334736581597701,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.508752234059376,EMPLOYEE,project 503,UNKNOWN,request for payment 148757,organizational unit 65463,0,3.334736581597701,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,14.50876573269264,PRE_APPROVER,project 503,UNKNOWN,request for payment 148757,organizational unit 65463,0,3.334736581597701,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.51407304922549,SUPERVISOR,project 503,UNKNOWN,request for payment 148757,organizational unit 65463,0,3.334736581597701,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by MISSING,14.776757446920092,MISSING,project 503,UNKNOWN,request for payment 148757,organizational unit 65463,0,3.334736581597701,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.21061214986996,EMPLOYEE,project 503,task 148448,request for payment 148446,organizational unit 65458,0,6.9389339653116515,activity 505,request for payment number 148447
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,14.2114881347777,PRE_APPROVER,project 503,task 148448,request for payment 148446,organizational unit 65458,0,6.9389339653116515,activity 505,request for payment number 148447
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.266119189321673,SUPERVISOR,project 503,task 148448,request for payment 148446,organizational unit 65458,0,6.9389339653116515,activity 505,request for payment number 148447
SYSTEM,Request Payment,14.26926030566045,UNDEFINED,project 503,task 148448,request for payment 148446,organizational unit 65458,0,6.9389339653116515,activity 505,request for payment number 148447
SYSTEM,Payment Handled,14.427481305093103,UNDEFINED,project 503,task 148448,request for payment 148446,organizational unit 65458,0,6.9389339653116515,activity 505,request for payment number 148447
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.262434897514112,EMPLOYEE,project 503,UNKNOWN,request for payment 147759,organizational unit 65458,0,1.8112036428075644,UNKNOWN,request for payment number 147760
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.262470714041397,SUPERVISOR,project 503,UNKNOWN,request for payment 147759,organizational unit 65458,0,1.8112036428075644,UNKNOWN,request for payment number 147760
SYSTEM,Request Payment,14.743870562267224,UNDEFINED,project 503,UNKNOWN,request for payment 147759,organizational unit 65458,0,1.8112036428075644,UNKNOWN,request for payment number 147760
SYSTEM,Payment Handled,15.11256105194182,UNDEFINED,project 503,UNKNOWN,request for payment 147759,organizational unit 65458,0,1.8112036428075644,UNKNOWN,request for payment number 147760
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,14.265918438512976,EMPLOYEE,project 503,UNKNOWN,request for payment 148394,organizational unit 65458,0,1.7192660390468486,UNKNOWN,request for payment number 148395
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,14.265925449537812,SUPERVISOR,project 503,UNKNOWN,request for payment 148394,organizational unit 65458,0,1.7192660390468486,UNKNOWN,request for payment number 148395
